iter	Passed	Remaining
856	4910	819
857	4917	813
858	4919	807
859	4921	801
860	4929	795
861	4932	789
862	4936	783
863	4942	777
864	4946	772
865	4955	766
866	4956	760
867	4967	755
868	4972	749
869	4980	744
870	4985	738
871	4987	732
872	4989	725
873	4994	720
874	5002	714
875	5004	708
876	5009	702
877	5011	696
878	5016	690
879	5019	684
880	5022	678
881	5024	672
882	5029	666
883	5034	660
884	5040	655
885	5058	650
886	5067	645
887	5074	639
888	5078	634
889	5088	628
890	5096	623
891	5103	617
892	5108	612
893	5111	606
894	5115	600
895	5117	594
896	5122	588
897	5128	582
898	5130	576
899	5132	570
900	5136	564
901	5140	558
902	5142	552
903	5149	546
904	5154	541
905	5158	535
906	5165	529
907	5170	523
908	5174	518
909	5177	512
910	5181	506
911	5188	500
912	5190	494
913	5194	488
914	5197	482
915	5198	476
916	5200	470
917	5202	464
918	5205	458
919	5208	452
920	5211	447
921	5214	441
922	5217	435
923	5219	429
924	5220	423
925	5222	417
926	5223	411
927	5225	405
928	5228	399
929	5232	393
930	5234	387
931	5240	382
932	5247	376
933	5254	371
934	5260	365
935	5264	359
936	5271	354
937	5278	348
938	5285	343
939	5288	337
940	5292	331
941	5294	326
942	5297	320
943	5298	314
944	5300	308
945	5302	302
946	5305	296
947	5306	291
948	5308	285
949	5311	279
950	5312	273
951	5314	267
952	5316	262
953	5320	256
954	5326	250
955	5328	245
956	5331	239
957	5335	233
958	5336	228
959	5338	222
960	5340	216
961	5342	211
962	5344	205
963	5346	199
964	5348	193
965	5351	188
966	5352	182
967	5354	177
968	5356	171
969	5358	165
970	5359	160
971	5361	154
972	5362	148
973	5364	143
974	5366	137
975	5368	132
976	5370	126
977	5372	120
978	5374	115
979	5376	109
980	5378	104
981	5380	98
982	5385	93
983	5387	87
984	5389	82
985	5391	76
986	5393	71
987	5395	65
988	5397	60
989	5399	54
990	5401	49
991	5403	43
992	5405	38
993	5407	32
994	5409	27
995	5411	21
996	5413	16
997	5415	10
998	5417	5
999	5419	0
